,Stint,Vuelta,PitIn,TiempoParadaAc,TiempoStint,Vueltas,Piloto,TiempoPilotoAc,TiempoParada,PitOut,NumEquipo,Equipo
385,18,1070,75169.0,2725.0,2108.0,31,FERNANDO ZAMIT,15879.0,151.33600044250488,75320.0,17,PINK ARIZA CIRCUIT FRACING
386,19,1184,82988.0,2877.0,7667.0,114,FERNANDO ZAMIT,23547.0,151.18000030517578,83140.0,17,PINK ARIZA CIRCUIT FRACING
387,20,1193,83754.0,3028.0,614.0,9,FERNANDO ZAMIT,24161.0,151.5629997253418,83905.0,17,PINK ARIZA CIRCUIT FRACING
388,21,1202,84514.0,3179.0,609.0,9,JORGE GARCIA,19758.0,150.996000289917,84665.0,17,PINK ARIZA CIRCUIT FRACING
389,22,1211,85275.0,3330.0,609.0,9,JORGE GARCIA,20368.0,150.90800094604492,85426.0,17,PINK ARIZA CIRCUIT FRACING
390,23,1226,86428.0,0.0,1002.0,15,JORGE GARCIA,21370.0,0.0,0.0,17,PINK ARIZA CIRCUIT FRACING
391,1,10,766.0,154.0,766.0,10,MAURICE ZCERNICOW,766.0,154.02999877929688,920.0,18,AIRBUS HAMBURG
392,2,104,7308.0,305.0,6387.0,94,MAURICE ZCERNICOW,7154.0,151.92200088500977,7460.0,18,AIRBUS HAMBURG
393,3,189,13277.0,458.0,5817.0,85,DENNIS MANNS,5817.0,152.54999923706055,13430.0,18,AIRBUS HAMBURG
394,4,259,18274.0,610.0,4844.0,70,JANIS WULFF,4844.0,151.81800079345703,18426.0,18,AIRBUS HAMBURG
395,5,327,23300.0,761.0,4874.0,68,JOHN KÖLLN,4874.0,151.22100067138672,23451.0,18,AIRBUS HAMBURG
396,6,405,28922.0,912.0,5470.0,78,THOMAS RODERHOFF,5470.0,151.23100090026855,29073.0,18,AIRBUS HAMBURG
397,7,415,29761.0,1064.0,688.0,10,MAURICE ZCERNICOW,7843.0,151.44400024414062,29913.0,18,AIRBUS HAMBURG
398,8,431,31013.0,1215.0,1100.0,16,MAURICE ZCERNICOW,8943.0,150.92799949645996,31164.0,18,AIRBUS HAMBURG
399,9,535,38250.0,1366.0,7086.0,104,DENNIS MANNS,12903.0,151.42700004577637,38402.0,18,AIRBUS HAMBURG
400,10,605,43451.0,1518.0,5049.0,70,JOHN KÖLLN,9923.0,151.54000091552734,43603.0,18,AIRBUS HAMBURG
401,11,624,44939.0,1668.0,1335.0,19,THOMAS RODERHOFF,6806.0,150.80999946594238,45089.0,18,AIRBUS HAMBURG
402,12,645,46580.0,1819.0,1490.0,21,THOMAS RODERHOFF,8296.0,150.61599922180176,46731.0,18,AIRBUS HAMBURG
403,13,719,52050.0,1970.0,5318.0,74,JOHN KÖLLN,15242.0,150.90800094604492,52201.0,18,AIRBUS HAMBURG
404,14,802,57854.0,2121.0,5653.0,83,JANIS WULFF,10497.0,151.4720001220703,58005.0,18,AIRBUS HAMBURG
405,15,821,59309.0,2272.0,1304.0,19,MAURICE ZCERNICOW,10247.0,151.0629997253418,59461.0,18,AIRBUS HAMBURG
406,16,902,64923.0,2423.0,5462.0,81,MAURICE ZCERNICOW,15710.0,150.2180004119873,65073.0,18,AIRBUS HAMBURG
407,17,986,70772.0,2574.0,5698.0,84,DENNIS MANNS,18601.0,150.91600036621094,70923.0,18,AIRBUS HAMBURG
408,18,1062,76064.0,2725.0,5141.0,76,JANIS WULFF,15638.0,151.3759994506836,76215.0,18,AIRBUS HAMBURG
409,19,1080,77502.0,2876.0,1286.0,18,JOHN KÖLLN,16529.0,151.0890007019043,77653.0,18,AIRBUS HAMBURG
410,20,1090,78342.0,3027.0,688.0,10,MAURICE ZCERNICOW,16398.0,150.9720001220703,78493.0,18,AIRBUS HAMBURG
411,21,1117,80344.0,3178.0,1851.0,27,MAURICE ZCERNICOW,18250.0,150.48100090026855,80495.0,18,AIRBUS HAMBURG
412,22,1162,83579.0,3328.0,3084.0,45,JANIS WULFF,18723.0,150.6560001373291,83730.0,18,AIRBUS HAMBURG
413,23,1202,86420.0,0.0,2689.0,40,DENNIS MANNS,21291.0,0.0,0.0,18,AIRBUS HAMBURG
414,1,26,1885.0,154.0,1885.0,26,CESAR FLORES,1885.0,154.5099983215332,2039.0,19,ALL KARTING
415,2,76,5568.0,308.0,3529.0,50,JAVIER CEREZO,3529.0,153.53900146484375,5722.0,19,ALL KARTING
416,3,92,6834.0,461.0,1112.0,16,CARLOS CABALLERO,1112.0,153.0900001525879,6987.0,19,ALL KARTING
417,4,172,12488.0,613.0,5500.0,80,CARLOS CABALLERO,6613.0,152.45399856567383,12641.0,19,ALL KARTING
418,5,268,19227.0,766.0,6586.0,96,FERNANDO NUÑEZ,6586.0,153.12799835205078,19380.0,19,ALL KARTING
419,6,291,20971.0,919.0,1591.0,23,ROBERTO CARLOS HERNANDEZ,0.0,152.67300033569336,21124.0,19,ALL KARTING
420,7,396,28329.0,1071.0,7205.0,105,ROBERTO CARLOS HERNANDEZ,0.0,151.67600059509277,28481.0,19,ALL KARTING
421,8,502,35739.0,1222.0,7258.0,106,CESAR FLORES,9143.0,151.23500061035156,35891.0,19,ALL KARTING
422,9,554,39580.0,1375.0,3689.0,52,JAVIER CEREZO,7218.0,152.75799942016602,39733.0,19,ALL KARTING
423,10,614,43940.0,1527.0,4206.0,60,JAVIER CEREZO,11425.0,152.38899993896484,44092.0,19,ALL KARTING
424,11,726,51725.0,1680.0,7632.0,112,CARLOS CABALLERO,14245.0,152.67399978637695,51877.0,19,ALL KARTING
425,12,744,53124.0,1832.0,1246.0,18,FERNANDO NUÑEZ,7833.0,152.0279998779297,53276.0,19,ALL KARTING
426,13,843,60029.0,1984.0,6752.0,99,FERNANDO NUÑEZ,14585.0,151.91600036621094,60181.0,19,ALL KARTING
427,14,865,61694.0,2136.0,1513.0,22,CESAR FLORES,10657.0,151.9990005493164,61846.0,19,ALL KARTING
428,15,891,63645.0,2288.0,1798.0,26,CESAR FLORES,12456.0,152.14400100708008,63797.0,19,ALL KARTING
429,16,932,66616.0,2440.0,2819.0,41,FERNANDO NUÑEZ,17404.0,152.0870018005371,66768.0,19,ALL KARTING
430,17,1062,75579.0,2591.0,8810.0,130,ROBERTO CARLOS HERNANDEZ,0.0,151.57799911499023,75731.0,19,ALL KARTING
431,18,1075,76651.0,2743.0,920.0,13,JAVIER CEREZO,12345.0,151.3120002746582,76802.0,19,ALL KARTING
432,19,1095,78217.0,2895.0,1415.0,20,JAVIER CEREZO,13760.0,152.38999938964844,78370.0,19,ALL KARTING
433,20,1132,80883.0,3047.0,2513.0,37,CARLOS CABALLERO,16758.0,152.41899871826172,81036.0,19,ALL KARTING
434,21,1139,81522.0,3200.0,486.0,7,CARLOS CABALLERO,17245.0,152.4379997253418,81674.0,19,ALL KARTING
435,22,1175,84139.0,3353.0,2464.0,36,CESAR FLORES,14921.0,152.8209991455078,84292.0,19,ALL KARTING
436,23,1207,86432.0,0.0,2140.0,32,CESAR FLORES,17061.0,0.0,0.0,19,ALL KARTING
437,1,96,6640.0,153.0,6640.0,96,RAMSES DIAZ,6640.0,153.25799942016602,6793.0,20,GO KART CAFETERIA SAN BERNARDO
438,2,181,12625.0,305.0,5831.0,85,WILFREDO MACHIN,5831.0,151.99799919128418,12777.0,20,GO KART CAFETERIA SAN BERNARDO
439,3,192,13543.0,456.0,765.0,11,RICARDO HERNANDEZ,765.0,151.23999977111816,13694.0,20,GO KART CAFETERIA SAN BERNARDO
440,4,250,17753.0,607.0,4058.0,58,RICARDO HERNANDEZ,4824.0,151.4969997406006,17904.0,20,GO KART CAFETERIA SAN BERNARDO
441,5,339,24002.0,759.0,6097.0,89,JANAI JESUS MORALES,6097.0,151.70700073242188,24154.0,20,GO KART CAFETERIA SAN BERNARDO
442,6,393,27957.0,912.0,3803.0,54,DANIEL GIL,3803.0,152.71799850463867,28109.0,20,GO KART CAFETERIA SAN BERNARDO
443,7,471,33468.0,1063.0,5358.0,78,JOSE ALEJANDRO ARMAS,5358.0,151.10600090026855,33619.0,20,GO KART CAFETERIA SAN BERNARDO
444,8,586,41463.0,1214.0,7843.0,115,WILFREDO MACHIN,13674.0,151.42799949645996,41614.0,20,GO KART CAFETERIA SAN BERNARDO
445,9,618,43820.0,1366.0,2205.0,32,JOSE IVAN BAEZ,2205.0,151.55500030517578,43971.0,20,GO KART CAFETERIA SAN BERNARDO
446,10,727,51433.0,1517.0,7462.0,109,JOSE IVAN BAEZ,9667.0,150.8430004119873,51584.0,20,GO KART CAFETERIA SAN BERNARDO
447,11,769,54520.0,1668.0,2935.0,42,RICARDO HERNANDEZ,7760.0,151.04700088500977,54671.0,20,GO KART CAFETERIA SAN BERNARDO
448,12,804,57076.0,1819.0,2404.0,35,JOSE IVAN BAEZ,12072.0,151.10000038146973,57227.0,20,GO KART CAFETERIA SAN BERNARDO
449,13,897,63592.0,1970.0,6365.0,93,JANAI JESUS MORALES,12462.0,151.08799934387207,63743.0,20,GO KART CAFETERIA SAN BERNARDO
450,14,978,69271.0,2121.0,5528.0,81,RAMSES DIAZ,12168.0,150.98699951171875,69422.0,20,GO KART CAFETERIA SAN BERNARDO
451,15,1036,73405.0,2272.0,3982.0,58,JOSE ALEJANDRO ARMAS,9341.0,151.39599990844727,73557.0,20,GO KART CAFETERIA SAN BERNARDO
452,16,1065,75525.0,2425.0,1968.0,29,JANAI JESUS MORALES,14431.0,152.18299865722656,75678.0,20,GO KART CAFETERIA SAN BERNARDO
453,17,1096,77811.0,2577.0,2132.0,31,RICARDO HERNANDEZ,9893.0,151.85300064086914,77962.0,20,GO KART CAFETERIA SAN BERNARDO
454,18,1109,78860.0,2728.0,897.0,13,RICARDO HERNANDEZ,10791.0,151.73399925231934,79012.0,20,GO KART CAFETERIA SAN BERNARDO
455,19,1132,80589.0,2880.0,1576.0,23,RICARDO HERNANDEZ,12367.0,152.10400009155273,80741.0,20,GO KART CAFETERIA SAN BERNARDO
456,20,1165,83008.0,3031.0,2266.0,33,JOSE ALEJANDRO ARMAS,11608.0,151.02499961853027,83159.0,20,GO KART CAFETERIA SAN BERNARDO
457,21,1175,83851.0,3183.0,692.0,10,JOSE ALEJANDRO ARMAS,12301.0,151.82799911499023,84003.0,20,GO KART CAFETERIA SAN BERNARDO
458,22,1193,85239.0,3336.0,1236.0,18,RAMSES DIAZ,13404.0,152.5250015258789,85392.0,20,GO KART CAFETERIA SAN BERNARDO
459,23,1209,86432.0,0.0,1040.0,16,RAMSES DIAZ,14445.0,0.0,0.0,20,GO KART CAFETERIA SAN BERNARDO
460,1,55,3814.0,151.0,3814.0,55,NESTOR GARCIA VALLE,3814.0,151.7199993133545,3965.0,21,VIRTUAL RACERS TEAM
461,2,107,7561.0,303.0,3595.0,52,ALEJANDRO CAMARASA,3595.0,151.6919994354248,7712.0,21,VIRTUAL RACERS TEAM
462,3,161,11414.0,454.0,3701.0,54,OSCAR  RUIZ,3701.0,151.35600090026855,11565.0,21,VIRTUAL RACERS TEAM
463,4,224,15917.0,606.0,4352.0,63,ADRIAN KWIETNIEWSKI,4352.0,151.84900093078613,16069.0,21,VIRTUAL RACERS TEAM
464,5,277,19743.0,758.0,3673.0,53,NESTOR GARCIA BRAVO,3673.0,151.80200004577637,19895.0,21,VIRTUAL RACERS TEAM
465,6,321,22897.0,910.0,3002.0,44,NESTOR GARCIA VALLE,6816.0,151.70199966430664,23049.0,21,VIRTUAL RACERS TEAM
466,7,386,27531.0,1062.0,4481.0,65,ALEJANDRO CAMARASA,8077.0,152.13100051879883,27683.0,21,VIRTUAL RACERS TEAM
467,8,449,31974.0,1213.0,4291.0,63,OSCAR  RUIZ,7992.0,151.5930004119873,32126.0,21,VIRTUAL RACERS TEAM
468,9,503,35883.0,1365.0,3757.0,54,ADRIAN KWIETNIEWSKI,8109.0,151.83300018310547,36035.0,21,VIRTUAL RACERS TEAM
469,10,556,39712.0,1516.0,3676.0,53,NESTOR GARCIA BRAVO,7350.0,151.26099967956543,39863.0,21,VIRTUAL RACERS TEAM
470,11,637,45364.0,1668.0,5500.0,81,KRISTIAN KWIETNIEWSKI,5500.0,151.80500030517578,45516.0,21,VIRTUAL RACERS TEAM
471,12,650,46404.0,1819.0,887.0,13,NESTOR GARCIA VALLE,7704.0,151.11499977111816,46555.0,21,VIRTUAL RACERS TEAM
472,13,738,52515.0,1970.0,5960.0,88,NESTOR GARCIA VALLE,13664.0,150.82200050354004,52666.0,21,VIRTUAL RACERS TEAM
473,14,820,58215.0,2121.0,5548.0,82,KRISTIAN KWIETNIEWSKI,11049.0,151.11000061035156,58366.0,21,VIRTUAL RACERS TEAM
474,15,882,62654.0,2272.0,4287.0,62,ADRIAN KWIETNIEWSKI,12397.0,150.35400009155273,62804.0,21,VIRTUAL RACERS TEAM
475,16,911,64810.0,2423.0,2005.0,29,ALEJANDRO CAMARASA,10083.0,151.48900032043457,64961.0,21,VIRTUAL RACERS TEAM
476,17,952,67750.0,2574.0,2789.0,41,OSCAR  RUIZ,10781.0,150.64699935913086,67901.0,21,VIRTUAL RACERS TEAM
477,18,1019,72530.0,2724.0,4629.0,67,NESTOR GARCIA BRAVO,11979.0,150.5359992980957,72681.0,21,VIRTUAL RACERS TEAM
478,19,1036,73848.0,2875.0,1167.0,17,ADRIAN KWIETNIEWSKI,13564.0,150.47100067138672,73998.0,21,VIRTUAL RACERS TEAM
479,20,1104,78595.0,3026.0,4597.0,68,ALEJANDRO CAMARASA,14680.0,151.52899932861328,78747.0,21,VIRTUAL RACERS TEAM
480,21,1121,79919.0,3177.0,1172.0,17,NESTOR GARCIA BRAVO,13152.0,151.0939998626709,80071.0,21,VIRTUAL RACERS TEAM
481,22,1182,84195.0,3329.0,4124.0,61,KRISTIAN KWIETNIEWSKI,15173.0,151.55200004577637,84346.0,21,VIRTUAL RACERS TEAM
482,23,1213,86407.0,0.0,2060.0,31,OSCAR  RUIZ,12842.0,0.0,0.0,21,VIRTUAL RACERS TEAM
483,1,44,3070.0,152.0,3070.0,44,EDU CARBALLO,3070.0,152.7120018005371,3222.0,22,BLACK RACING STAR
484,2,111,7796.0,304.0,4573.0,67,FRANCISCO CLEMENTE,4573.0,151.79100036621094,7948.0,22,BLACK RACING STAR
485,3,215,14984.0,457.0,7035.0,104,JAVIER MARTINEZ,7035.0,152.9010009765625,15137.0,22,BLACK RACING STAR
486,4,229,16103.0,610.0,966.0,14,EDU CARBALLO,4036.0,152.76100158691406,16256.0,22,BLACK RACING STAR
487,5,335,23503.0,761.0,7246.0,106,EDU CARBALLO,11283.0,151.58600044250488,23654.0,22,BLACK RACING STAR
488,6,440,30778.0,914.0,7123.0,105,FRANCISCO CLEMENTE,11697.0,152.79800033569336,30931.0,22,BLACK RACING STAR
489,7,452,31752.0,1066.0,821.0,12,JAVIER MARTINEZ,7857.0,152.37099838256836,31904.0,22,BLACK RACING STAR
490,8,562,39333.0,1218.0,7428.0,110,JAVIER MARTINEZ,15286.0,151.5620002746582,39485.0,22,BLACK RACING STAR
491,9,672,46957.0,1370.0,7471.0,110,EDU CARBALLO,18754.0,151.7779998779297,47108.0,22,BLACK RACING STAR
492,10,681,47729.0,1522.0,620.0,9,FRANCISCO CLEMENTE,12318.0,151.79599952697754,47881.0,22,BLACK RACING STAR
493,11,690,48501.0,1673.0,619.0,9,FRANCISCO CLEMENTE,12938.0,151.50600051879883,48652.0,22,BLACK RACING STAR
494,12,704,49606.0,1825.0,953.0,14,FRANCISCO CLEMENTE,13891.0,151.84900093078613,49758.0,22,BLACK RACING STAR
495,13,720,50857.0,1976.0,1098.0,16,FRANCISCO CLEMENTE,14990.0,151.4360008239746,51008.0,22,BLACK RACING STAR
496,14,823,57963.0,2128.0,6954.0,103,FRANCISCO CLEMENTE,21945.0,152.1259994506836,58115.0,22,BLACK RACING STAR
497,15,839,59200.0,2281.0,1084.0,16,JAVIER MARTINEZ,16370.0,152.1699981689453,59352.0,22,BLACK RACING STAR
498,16,884,62407.0,2431.0,3054.0,45,JAVIER MARTINEZ,19425.0,150.72800064086914,62557.0,22,BLACK RACING STAR
499,17,994,69979.0,2583.0,7421.0,110,EDU CARBALLO,26176.0,151.6840000152588,70130.0,22,BLACK RACING STAR
500,18,1007,71016.0,2734.0,885.0,13,FRANCISCO CLEMENTE,22831.0,151.04199981689453,71167.0,22,BLACK RACING STAR
501,19,1066,75170.0,2886.0,4002.0,59,FRANCISCO CLEMENTE,26833.0,151.72800064086914,75321.0,22,BLACK RACING STAR
502,20,1094,77216.0,3038.0,1894.0,28,JAVIER MARTINEZ,21320.0,151.80299949645996,77368.0,22,BLACK RACING STAR
503,21,1104,78052.0,3188.0,683.0,10,JAVIER MARTINEZ,22004.0,150.86800003051758,78203.0,22,BLACK RACING STAR
504,22,1186,83748.0,3344.0,5545.0,82,JAVIER MARTINEZ,27549.0,155.3849983215332,83904.0,22,BLACK RACING STAR
505,23,1224,86451.0,0.0,2547.0,38,FRANCISCO CLEMENTE,29380.0,0.0,0.0,22,BLACK RACING STAR
506,1,106,7286.0,152.0,7286.0,106,SERGIO BALLESTEROS,7286.0,152.1349983215332,7438.0,23,SPARTAN RT
507,2,158,11020.0,305.0,3581.0,52,OSCAR ESCOBAR,3581.0,152.89899826049805,11173.0,23,SPARTAN RT
508,3,231,16278.0,457.0,5105.0,73,PABLO DEL CAMPO,5105.0,152.45700073242188,16431.0,23,SPARTAN RT
509,4,312,22003.0,609.0,5572.0,81,JUAN ESCOBAR,5572.0,151.6790008544922,22155.0,23,SPARTAN RT
510,5,403,28473.0,761.0,6318.0,91,JOSE ANGEL RODRIGUEZ,6318.0,152.21900177001953,28626.0,23,SPARTAN RT
511,6,499,35200.0,915.0,6574.0,96,OSCAR ESCOBAR,10156.0,154.07300186157227,35354.0,23,SPARTAN RT
512,7,576,40698.0,1068.0,5343.0,77,PABLO DEL CAMPO,10449.0,152.69200134277344,40850.0,23,SPARTAN RT
513,8,643,45402.0,1220.0,4551.0,67,SERGIO BALLESTEROS,11838.0,152.39199829101562,45555.0,23,SPARTAN RT
514,9,654,46318.0,1371.0,762.0,11,JUAN ESCOBAR,6335.0,151.36100006103516,46469.0,23,SPARTAN RT
515,10,720,50985.0,1524.0,4516.0,66,JUAN ESCOBAR,10851.0,152.54000091552734,51138.0,23,SPARTAN RT
516,11,800,56617.0,1677.0,5479.0,80,JOSE ANGEL RODRIGUEZ,11798.0,152.60800170898438,56770.0,23,SPARTAN RT
517,12,811,57542.0,1829.0,771.0,11,PABLO DEL CAMPO,11221.0,152.1230010986328,57694.0,23,SPARTAN RT
518,13,833,59232.0,1980.0,1538.0,22,PABLO DEL CAMPO,12759.0,151.69400024414062,59384.0,23,SPARTAN RT
519,14,905,64281.0,2132.0,4896.0,72,OSCAR ESCOBAR,15052.0,151.65900039672852,64432.0,23,SPARTAN RT
520,15,939,66737.0,2284.0,2304.0,34,SERGIO BALLESTEROS,14142.0,151.54599952697754,66889.0,23,SPARTAN RT
521,16,964,68573.0,2435.0,1684.0,25,SERGIO BALLESTEROS,15827.0,151.63699913024902,68725.0,23,SPARTAN RT
522,17,1008,71743.0,2587.0,3017.0,44,JUAN ESCOBAR,13869.0,151.73100090026855,71895.0,23,SPARTAN RT
523,18,1057,75292.0,2738.0,3397.0,49,JOSE ANGEL RODRIGUEZ,15195.0,151.4769992828369,75444.0,23,SPARTAN RT
524,19,1091,77824.0,2890.0,2380.0,34,PABLO DEL CAMPO,15140.0,151.3519992828369,77975.0,23,SPARTAN RT
525,20,1129,80580.0,3041.0,2604.0,38,JUAN ESCOBAR,16473.0,151.35400009155273,80731.0,23,SPARTAN RT
526,21,1138,81350.0,3192.0,618.0,9,SERGIO BALLESTEROS,16446.0,151.04999923706055,81501.0,23,SPARTAN RT
527,22,1171,83749.0,3345.0,2248.0,33,SERGIO BALLESTEROS,18694.0,153.06999969482422,83902.0,23,SPARTAN RT
528,23,1209,86452.0,0.0,2550.0,38,OSCAR ESCOBAR,17602.0,0.0,0.0,23,SPARTAN RT
529,1,61,4319.0,156.0,4319.0,61,JOSE MARIA FLORES,4319.0,156.12099838256836,4475.0,24,PORTALMOTERO
530,2,141,10056.0,312.0,5580.0,80,ALAN VILCHES,5580.0,155.92200088500977,10212.0,24,PORTALMOTERO
531,3,212,15370.0,469.0,5157.0,71,JOSE LUIS CANO,5157.0,157.6599998474121,15527.0,24,PORTALMOTERO
532,4,282,20579.0,624.0,5051.0,70,EDUARDO GONZALEZ,5051.0,155.1879997253418,20734.0,24,PORTALMOTERO
533,5,359,26103.0,780.0,5368.0,77,FABIAN ALVES,5368.0,155.9280014038086,26259.0,24,PORTALMOTERO
534,6,413,30111.0,937.0,3852.0,54,JESUS OTEGUI,3852.0,156.24200057983398,30268.0,24,PORTALMOTERO
535,7,465,33919.0,1093.0,3650.0,52,JOSE MARIA FLORES,7970.0,156.44800186157227,34075.0,24,PORTALMOTERO
536,8,531,38682.0,1250.0,4607.0,66,ALAN VILCHES,10188.0,157.29000091552734,38840.0,24,PORTALMOTERO
537,9,583,42591.0,1407.0,3751.0,52,JOSE LUIS CANO,8908.0,157.03400039672852,42748.0,24,PORTALMOTERO
538,10,637,46617.0,1564.0,3869.0,54,EDUARDO GONZALEZ,8920.0,156.21099853515625,46773.0,24,PORTALMOTERO
539,11,691,50558.0,1720.0,3785.0,54,FABIAN ALVES,9153.0,156.13600158691406,50715.0,24,PORTALMOTERO
540,12,744,54503.0,1876.0,3787.0,53,JESUS OTEGUI,7640.0,156.26499938964844,54659.0,24,PORTALMOTERO
541,13,795,58201.0,2033.0,3541.0,51,JOSE MARIA FLORES,11512.0,156.76499938964844,58357.0,24,PORTALMOTERO
542,14,836,61186.0,2189.0,2828.0,41,ALAN VILCHES,13017.0,156.5540008544922,61343.0,24,PORTALMOTERO
543,15,843,61870.0,2343.0,526.0,7,JOSE LUIS CANO,9435.0,153.97700119018555,62024.0,24,PORTALMOTERO
544,16,860,63279.0,2501.0,1255.0,17,JOSE LUIS CANO,10691.0,157.39400100708008,63437.0,24,PORTALMOTERO
545,17,910,67036.0,2656.0,3599.0,50,EDUARDO GONZALEZ,12519.0,155.55799865722656,67191.0,24,PORTALMOTERO
546,18,956,70366.0,2812.0,3174.0,46,FABIAN ALVES,12328.0,156.06800079345703,70522.0,24,PORTALMOTERO
547,19,1018,74869.0,2968.0,4347.0,62,JESUS OTEGUI,11987.0,156.1349983215332,75025.0,24,PORTALMOTERO
548,20,1058,77784.0,3124.0,2758.0,40,JOSE MARIA FLORES,14271.0,155.1969985961914,77939.0,24,PORTALMOTERO
549,21,1093,80358.0,3280.0,2418.0,35,ALAN VILCHES,15435.0,156.54100036621094,80514.0,24,PORTALMOTERO
550,22,1126,82901.0,3434.0,2386.0,33,JOSE LUIS CANO,13077.0,154.0379981994629,83055.0,24,PORTALMOTERO
551,23,1157,85202.0,3592.0,2146.0,31,FABIAN ALVES,14475.0,157.48199844360352,85359.0,24,PORTALMOTERO
552,24,1173,86440.0,0.0,1081.0,16,EDUARDO GONZALEZ,13601.0,0.0,0.0,24,PORTALMOTERO
553,1,8,637.0,153.0,637.0,8,IÑIGO DE DIEGO,637.0,153.68299865722656,790.0,25,AURA AM KT
554,2,102,7263.0,306.0,6472.0,94,IÑIGO DE DIEGO,7109.0,152.84600067138672,7416.0,25,AURA AM KT
555,3,189,13434.0,459.0,6018.0,87,JUAN ECHEVERRIA,6018.0,153.04899978637695,13588.0,25,AURA AM KT
556,4,287,20362.0,612.0,6774.0,98,RUBEN SAEZ,6774.0,152.6699981689453,20515.0,25,AURA AM KT
557,5,370,26257.0,763.0,5742.0,83,ALEJANDRO ALONSO,5742.0,151.3159999847412,26408.0,25,AURA AM KT
558,6,463,32777.0,915.0,6369.0,93,JUAN ECHEVERRIA,12387.0,151.79599952697754,32929.0,25,AURA AM KT
559,7,528,37436.0,1066.0,4506.0,65,ALEJANDRO ALONSO,10248.0,151.3759994506836,37587.0,25,AURA AM KT
560,8,561,39877.0,1217.0,2289.0,33,IÑIGO DE DIEGO,9399.0,150.5270004272461,40027.0,25,AURA AM KT
561,9,669,47415.0,1368.0,7388.0,108,IÑIGO DE DIEGO,16787.0,151.5939998626709,47567.0,25,AURA AM KT
562,10,778,55032.0,1520.0,7464.0,109,JAVIER SANCHEZ-DIEZMA,7464.0,151.17799949645996,55183.0,25,AURA AM KT
563,11,889,62745.0,1670.0,7562.0,111,RUBEN SAEZ,14336.0,150.89999961853027,62896.0,25,AURA AM KT
564,12,979,69016.0,1822.0,6119.0,90,JAVIER SANCHEZ-DIEZMA,13584.0,152.04299926757812,69168.0,25,AURA AM KT
565,13,1003,70832.0,1976.0,1664.0,24,ALEJANDRO ALONSO,11912.0,153.11100006103516,70985.0,25,AURA AM KT
566,14,1020,72158.0,2128.0,1172.0,17,ALEJANDRO ALONSO,13084.0,152.2229995727539,72310.0,25,AURA AM KT
567,15,1042,73835.0,2280.0,1525.0,22,ALEJANDRO ALONSO,14610.0,152.30599975585938,73988.0,25,AURA AM KT
568,16,1072,76060.0,2431.0,2071.0,30,ALEJANDRO ALONSO,16682.0,150.9650001525879,76211.0,25,AURA AM KT
569,17,1090,77442.0,2583.0,1231.0,18,RUBEN SAEZ,15568.0,151.98900032043457,77594.0,25,AURA AM KT
570,18,1104,78556.0,2734.0,962.0,14,JUAN ECHEVERRIA,13349.0,150.5970001220703,78707.0,25,AURA AM KT
571,19,1119,79734.0,2884.0,1027.0,15,JUAN ECHEVERRIA,14377.0,150.5890007019043,79885.0,25,AURA AM KT
572,20,1170,83340.0,3035.0,3455.0,51,JUAN ECHEVERRIA,17832.0,150.76399993896484,83491.0,25,AURA AM KT
573,21,1180,84169.0,3186.0,678.0,10,JAVIER SANCHEZ-DIEZMA,14263.0,150.67099952697754,84320.0,25,AURA AM KT
574,22,1191,85075.0,3337.0,754.0,11,JAVIER SANCHEZ-DIEZMA,15017.0,151.09099960327148,85226.0,25,AURA AM KT
575,23,1210,86461.0,0.0,1235.0,19,JAVIER SANCHEZ-DIEZMA,16253.0,0.0,0.0,25,AURA AM KT
